0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9488986990745277,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9488986990745277,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9488986990745277,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9488986990745277,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9488986990745277,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9488986990745277,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9483750419173752,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9483750419173752,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9483750419173752,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29005967555766005,0.0,-0.44304229160266906,-0.5662545511437979,-0.11611694995742708,2.067571957918174,-0.3162277660168373,-0.17898774615126908,-0.5986933563517799,-0.27167908239230226,-0.1688380033632938,-0.17227990392615072,0.47316022340738345,-0.33701668640229215,-0.6536042150904047,-0.3893352560192987,0.9676532964718728,0.9483750419173752,0.9411170675422351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
